Unnamed: 0,Name,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Current_Age
4366,Honda City i DTec S,2015,78233,26.0,1498.0,98.6,5.0,11.48,6.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8
4367,Tata New Safari 4X4 EX,2007,120203,13.93,2179.0,138.0,7.0,11.48,3.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,16
4368,Maruti Zen Estilo LXI BS IV,2011,20575,19.0,998.0,67.1,5.0,11.48,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12
4369,Honda Amaze S i-VTEC,2013,39879,17.8,1198.0,86.7,5.0,11.48,3.89,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10
4370,Renault KWID 1.0 RXL,2017,31056,23.01,999.0,67.0,5.0,11.48,3.6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6
4371,Maruti Ciaz AT ZXi,2015,50940,19.12,1373.0,91.1,5.0,11.48,6.95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
4372,Hyundai i20 Asta Option 1.4 CRDi,2016,99362,22.54,1396.0,88.73,5.0,11.48,7.03,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
4373,Toyota Innova Crysta 2.4 ZX MT,2016,54000,13.68,2393.0,147.8,7.0,23.14,16.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
4374,Maruti Ciaz ZDi Plus SHVS,2016,54268,28.09,1248.0,88.5,5.0,11.48,7.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
4375,Jaguar XF Diesel,2012,94521,14.74,2993.0,270.9,5.0,11.48,23.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
4376,Hyundai Xcent 1.2 Kappa S,2017,38932,19.1,1197.0,82.0,5.0,11.48,6.21,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
4377,Porsche Cayenne Diesel,2015,60395,16.12,2967.0,245.0,5.0,11.48,45.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
4378,Hyundai Xcent 1.1 CRDi S,2016,29000,24.4,1120.0,71.0,5.0,11.48,5.95,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
4379,Audi A4 2.0 TDI Multitronic,2011,58000,16.55,1968.0,140.0,5.0,11.48,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
4380,Maruti Ciaz RS ZXi Plus,2016,60913,20.73,1373.0,91.1,5.0,11.48,7.19,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
4381,Toyota Innova 2.5 G4 Diesel 8-seater,2011,65000,12.8,2494.0,102.0,8.0,11.48,6.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12
4382,Mercedes-Benz New C-Class 220 CDI MT,2015,26000,15.8,2148.0,170.0,5.0,11.48,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8
4383,Hyundai i10 Sportz,2016,19947,20.36,1197.0,78.9,5.0,11.48,4.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
4384,Hyundai i10 Sportz 1.2 AT,2011,70816,16.95,1197.0,78.9,5.0,11.48,3.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
4385,Maruti Baleno Zeta 1.3,2015,54000,27.39,1248.0,74.0,5.0,11.48,5.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8
4386,Maruti Zen Estilo 1.1 VXI BSIII,2008,138000,18.2,1061.0,64.0,5.0,11.48,1.2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15
4387,BMW 7 Series 730Ld,2014,35000,16.46,2993.0,258.0,5.0,11.48,52.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
4388,Audi Q7 4.2 TDI Quattro Technology,2015,50000,11.33,4134.0,335.2,7.0,11.48,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
4389,BMW X5 xDrive 30d,2011,124652,11.7,2993.0,245.0,5.0,11.48,21.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
4390,Maruti Ritz LXI,2013,80264,21.1,1197.0,85.8,5.0,11.48,4.3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10
4391,Nissan Sunny 2011-2014 Diesel XL,2013,125600,21.64,1461.0,84.8,5.0,11.48,3.75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
4392,Toyota Corolla Altis 1.8 Limited Edition,2015,49000,14.28,1798.0,138.03,5.0,11.48,8.95,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
4393,Toyota Etios VXD,2012,111000,23.59,1364.0,67.1,5.0,11.48,4.75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11
4394,Toyota Corolla Altis GL MT,2016,33690,14.28,1798.0,138.03,5.0,11.48,14.6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
4395,Audi A6 2011-2015 2.0 TDI Premium Plus,2012,50000,17.68,1968.0,174.33,5.0,11.48,17.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
4396,Maruti Ertiga ZDI,2012,38092,20.77,1248.0,88.8,7.0,11.48,5.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11
4397,Hyundai Grand i10 Sportz,2017,47774,18.9,1197.0,82.0,5.0,11.48,6.04,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
4398,Tata Indigo CS LX (TDI) BS III,2009,167000,19.09,1396.0,69.0,5.0,11.48,2.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14
4399,Maruti Swift Dzire AMT ZDI,2019,65000,26.59,1248.0,74.0,5.0,11.48,6.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
4400,Volkswagen Polo Petrol Highline 1.6L,2011,46000,15.26,1598.0,103.5,5.0,11.48,2.35,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,2017,16500,23.84,1199.0,84.0,5.0,6.29,5.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
4402,Honda City i VTEC VX,2016,39000,17.8,1497.0,117.3,5.0,11.48,6.95,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
4403,Honda Amaze V Petrol,2018,6000,19.5,1199.0,86.76,5.0,8.18,6.7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
4404,Audi A4 35 TDI Premium,2015,60000,17.11,1968.0,174.33,5.0,11.48,25.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
4405,Volkswagen Vento Petrol Highline AT,2011,97320,14.4,1598.0,103.6,5.0,11.48,3.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
4406,Volkswagen Vento Diesel Trendline,2011,99807,20.54,1598.0,103.6,5.0,11.48,3.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12
4407,Honda City 1.5 S MT,2013,46000,17.0,1497.0,118.0,5.0,11.48,5.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
4408,Maruti Wagon R LXI,2010,12000,22.5,998.0,67.04,5.0,5.04,2.45,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13
4409,Skoda Superb 2.8 V6 AT,2005,13002,9.3,2771.0,193.1,5.0,11.48,3.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18
4410,Honda City i DTEC SV,2014,26000,26.0,1498.0,98.6,5.0,11.48,5.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
4412,Mercedes-Benz M-Class ML 350 4Matic,2016,27833,0.0,2987.0,165.0,5.0,11.48,49.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
4413,Maruti Alto 800 LXI,2016,51639,22.74,796.0,47.3,5.0,11.48,3.04,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
4414,Hyundai i20 Magna 1.2,2015,21000,18.6,1197.0,81.83,5.0,11.48,4.9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8
4415,Ford Ecosport 1.5 DV5 MT Trend,2013,90000,22.7,1498.0,89.84,5.0,11.48,6.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10
4416,BMW 3 Series GT 320d Luxury Line,2015,36255,19.59,1995.0,184.0,5.0,11.48,33.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
4417,BMW X5 xDrive 30d,2011,58000,11.7,2993.0,245.0,5.0,11.48,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12
4418,Honda Amaze S i-Vtech,2014,48997,18.0,1198.0,86.7,5.0,11.48,5.21,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9
4419,Ford EcoSport 1.5 Ti VCT MT Titanium,2014,31130,15.85,1499.0,110.4,5.0,11.48,5.75,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9
4420,Jaguar XF 3.0 Litre S Premium Luxury,2012,75668,14.74,2993.0,270.9,5.0,11.48,16.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
4421,Toyota Corolla 1.8 J,2015,12000,14.53,1798.0,138.0,5.0,11.48,11.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8
4422,Hyundai i10 Sportz,2014,90000,20.36,1197.0,78.9,5.0,11.48,2.8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9
4423,Mercedes-Benz New C-Class C220 CDI Executive Edition,2019,17320,15.8,2148.0,170.0,5.0,11.48,37.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
4424,Skoda Laura Ambiente 2.0 TDI CR MT,2011,85000,20.0,1968.0,108.5,5.0,11.48,3.65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,12
4425,Ford Endeavour 4x2 XLT,2007,130000,13.1,2499.0,141.0,7.0,11.48,6.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16
4426,Ford Figo Petrol EXI,2013,60328,15.6,1196.0,70.0,5.0,11.48,4.54,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10
4427,Honda Amaze S i-Vtech,2015,34327,18.0,1198.0,86.7,5.0,11.48,5.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
4428,Tata Indica Vista TDI LS,2014,75000,19.1,1405.0,70.0,5.0,11.48,3.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9
4429,Volvo XC60 D4 Summum,2012,86000,14.7,1985.0,163.0,5.0,11.48,18.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11
4430,Datsun Redi GO Sport,2017,12000,22.7,799.0,53.0,5.0,11.48,3.1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
4431,Hyundai EON Era Plus,2013,57759,21.1,814.0,55.2,5.0,11.48,3.84,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10
4432,Maruti Alto 800 VXI,2016,24300,22.74,796.0,47.3,5.0,11.48,2.44,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
4433,Volkswagen Polo Petrol Trendline 1.2L,2011,66000,16.47,1198.0,73.9,5.0,11.48,3.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,12
4434,Hyundai i10 Asta,2015,75915,20.36,1197.0,78.9,5.0,11.48,3.9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
4435,Nissan Sunny 2011-2014 XL,2013,107000,16.95,1498.0,97.7,5.0,11.48,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10
4436,Toyota Corolla Altis G,2008,86000,14.53,1798.0,138.1,5.0,11.48,3.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15
4437,Hyundai Verna CRDi ABS,2009,160000,18.1,1493.0,110.0,5.0,11.48,3.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14
4438,Maruti Alto 800 2016-2019 LXI Optional,2019,3000,24.7,796.0,47.3,5.0,11.48,3.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
4439,Hyundai i20 Sportz 1.4 CRDi,2015,72495,21.9,1396.0,88.76,5.0,11.48,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
4440,Hyundai Verna 1.6 CRDi AT S,2016,33000,19.08,1582.0,126.2,5.0,11.48,8.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
4441,Audi Q7 3.0 TDI Quattro Technology,2014,60000,12.07,2967.0,241.4,7.0,11.48,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
4442,Tata Indica V2 eLS,2016,80103,25.0,1396.0,69.0,5.0,11.48,1.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
4443,Chevrolet Spark 1.0 LS,2007,42100,18.0,995.0,62.0,5.0,11.48,0.99,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16
4444,Hyundai Grand i10 1.2 Kappa Magna,2018,4500,18.9,1197.0,81.86,5.0,6.4,4.8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
4445,Toyota Fortuner 4x4 MT TRD Sportivo,2014,97000,12.55,2982.0,169.0,7.0,11.48,17.95,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9
4446,Mahindra E Verito D4,2016,50000,18.158496150556033,72.0,41.0,5.0,13.58,13.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
4447,Hyundai Grand i10 1.2 Kappa Asta,2017,51223,18.9,1197.0,81.86,5.0,7.48,5.66,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
4448,Honda City 1.5 S MT,2009,64000,17.0,1497.0,118.0,5.0,11.48,3.1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14
4449,Hyundai Elite i20 Petrol Asta,2016,56911,18.6,1197.0,81.86,5.0,11.48,6.54,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
4450,Toyota Innova 2.5 G4 Diesel 8-seater,2015,147848,12.8,2494.0,102.0,8.0,11.48,13.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
4451,Ford Mustang V8,2018,21290,13.0,4951.0,395.0,4.0,83.92,56.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
4452,Toyota Innova Crysta 2.8 GX AT,2019,14076,11.36,2755.0,171.5,7.0,20.74,19.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
4453,Maruti Zen Estilo 1.1 VXI BSIII,2007,75180,18.2,1061.0,64.0,5.0,11.48,1.65,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
4454,Maruti Swift ZDi,2013,92000,22.9,1248.0,74.0,5.0,11.48,4.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10
4455,Fiat Avventura MULTIJET Emotion,2015,57266,20.5,1248.0,91.72,5.0,11.48,6.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
4456,Maruti Zen Estilo VXI BSIII,2007,64000,18.2,998.0,67.1,5.0,11.48,1.11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16
4457,Renault Duster 85PS Diesel RxL,2013,41000,19.87,1461.0,83.8,5.0,11.48,5.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10
4458,Mitsubishi Pajero 2.8 SFX,2012,45999,10.5,2835.0,107.2,6.0,11.48,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11
4459,Maruti Celerio VXI AT,2015,50000,23.1,998.0,67.04,5.0,11.48,3.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
4460,Tata Indica V2 DLS BSIII,2013,70000,17.88,1405.0,48.21,5.0,11.48,1.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
4461,Hyundai Elite i20 Petrol Asta,2016,37540,18.6,1197.0,81.86,5.0,11.48,6.22,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
4462,Maruti Celerio VXI AT,2014,44000,23.1,998.0,67.04,5.0,11.48,4.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
4463,Hyundai Grand i10 1.2 Kappa Asta,2017,22500,18.9,1197.0,81.86,5.0,7.82,5.99,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
4464,Hyundai i20 1.2 Magna Executive,2017,17431,18.6,1197.0,81.83,5.0,11.48,6.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
4465,Hyundai Verna 1.6 SX VTVT (O),2014,61566,17.1,1591.0,121.3,5.0,11.48,5.85,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
4466,Land Rover Freelander 2 SE,2014,61730,12.39,2179.0,147.51,5.0,11.48,19.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
4467,Maruti Swift VXI BSIII,2009,68000,16.1,1298.0,88.2,5.0,11.48,2.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14
4468,Honda Amaze SX i-VTEC,2014,29000,18.0,1198.0,86.7,5.0,11.48,4.25,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9
4469,Toyota Corolla Altis Diesel D4DG,2010,156210,21.43,1364.0,87.2,5.0,11.48,5.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13
4470,Honda Amaze S Diesel,2013,46500,27.4,1498.0,98.6,5.0,8.54,3.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10
4471,Audi A6 3.0 TDI quattro,2009,52830,16.77,2967.0,241.38,5.0,11.48,8.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14
4472,Maruti Wagon R VXI,2017,39867,22.5,998.0,67.04,5.0,5.44,4.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6
4473,Honda Mobilio E i DTEC,2014,58972,24.2,1498.0,98.6,7.0,11.48,6.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9
4474,Honda CR-V 2.4 4WD AT,2006,66000,10.1,2354.0,152.0,5.0,11.48,3.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17
4475,Hyundai Verna 1.6 SX VTVT (O),2013,52000,17.1,1591.0,121.3,5.0,11.48,5.25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
4476,Hyundai Santa Fe 4x4 AT,2014,58000,11.72,2199.0,194.3,7.0,11.48,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
4477,Hyundai i10 Sportz AT,2012,58000,16.95,1197.0,78.9,5.0,11.48,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
4478,Ford Fusion Plus 1.4 TDCi Diesel,2008,75000,17.7,1399.0,68.0,5.0,11.48,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,15
4479,Hyundai i10 Sportz,2015,41008,20.36,1197.0,78.9,5.0,11.48,4.87,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8
4480,Hyundai Xcent 1.1 CRDi SX Option,2014,65000,24.4,1120.0,71.0,5.0,11.48,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9
4481,Skoda Superb Style 2.0 TDI AT,2015,19000,18.19,1968.0,174.5,5.0,36.94,15.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
4482,Ford Fiesta 1.4 Duratec EXI,2008,74000,16.6,1388.0,68.0,5.0,11.48,1.6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,15
4483,Maruti Baleno Zeta Automatic,2017,33000,21.4,1197.0,83.1,5.0,11.48,7.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
4484,Skoda Laura 1.9 TDI MT Ambiente,2010,95000,17.0,1896.0,105.0,5.0,11.48,3.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,13
4485,Volkswagen Vento 1.5 TDI Comfortline,2012,34000,20.64,1498.0,108.5,5.0,11.16,3.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11
4486,Audi Q7 3.0 TDI Quattro Technology,2014,102865,12.07,2967.0,241.4,7.0,11.48,30.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
4487,Hyundai Verna VTVT 1.6 SX Option,2016,52378,17.0,1591.0,121.3,5.0,13.6,7.97,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
4488,Mercedes-Benz New C-Class 220 CDI AT,2012,38000,14.84,2143.0,170.0,5.0,11.48,13.51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
4489,Honda Amaze S i-Dtech,2015,60334,25.8,1498.0,98.6,5.0,11.48,5.43,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
4490,Ford Fiesta 1.4 Duratec EXI Limited Edition,2010,107000,16.6,1388.0,68.0,5.0,11.48,2.6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13
4491,Hyundai i20 Magna Optional 1.2,2013,445000,18.5,1197.0,82.9,5.0,11.48,4.45,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10
4492,Maruti Alto 800 LXI,2017,2196,22.74,796.0,47.3,5.0,11.48,2.75,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
4493,BMW 5 Series 530i Sedan,2010,24000,10.6,2996.0,258.0,5.0,11.48,8.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
4494,Fiat Grande Punto 1.4 Emotion,2015,44846,14.6,1368.0,88.7,5.0,11.48,5.41,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8
4495,Maruti Dzire AMT ZDI Plus,2018,64035,28.4,1248.0,73.75,5.0,10.7,8.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
4496,Mahindra XUV500 W6 2WD,2014,45600,15.1,2179.0,140.0,7.0,11.48,8.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9
4497,Volvo XC90 2007-2015 D5 AT AWD,2014,102001,11.1,2400.0,200.0,7.0,11.48,23.58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
4498,Hyundai i10 Sportz 1.2,2014,47439,20.36,1197.0,78.9,5.0,11.48,4.49,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9
4499,Toyota Fortuner 3.0 Diesel,2010,193254,11.5,2982.0,171.0,7.0,11.48,12.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13
4500,Tata Nano XTA,2016,29000,21.9,624.0,37.48,4.0,11.48,2.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
4501,Renault Lodgy 110PS RxZ 8 Seater,2016,51681,19.98,1461.0,108.5,8.0,11.48,8.43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
4502,Audi Q7 3.0 TDI Quattro Premium Plus,2015,50000,12.07,2967.0,241.4,7.0,11.48,47.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
4503,Honda City i VTEC CVT VX,2016,42666,18.0,1497.0,117.3,5.0,11.48,8.95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
4504,Renault Duster 110PS Diesel RxL,2013,65000,19.01,1461.0,108.45,5.0,11.48,5.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10
4505,Honda Amaze S i-VTEC,2014,18776,17.8,1198.0,86.7,5.0,11.48,4.75,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9
4506,Honda Amaze S i-Vtech,2016,6714,18.0,1198.0,86.7,5.0,11.48,4.75,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
4507,BMW 3 Series 320i,2009,40000,12.05,1995.0,154.0,5.0,11.48,9.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14
4508,Maruti Ritz LDi,2011,88539,23.2,1248.0,73.94,5.0,11.48,3.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12
4509,Honda City 1.5 S MT,2012,65055,17.0,1497.0,118.0,5.0,11.48,4.25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11
4510,BMW 3 Series 320d Sport Line,2014,23000,18.88,1995.0,184.0,5.0,11.48,19.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
4511,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,2009,60000,15.0,1896.0,105.0,5.0,11.48,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14
4512,Maruti Swift Dzire LXI,2013,59350,19.1,1197.0,85.8,5.0,11.48,4.16,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10
4513,Jaguar XF 2.2 Litre Executive,2015,19000,16.36,2179.0,187.7,5.0,11.48,38.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8
4514,Hyundai Xcent 1.2 Kappa AT SX Option,2016,45560,16.9,1197.0,82.0,5.0,11.48,6.34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
4515,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,118000,12.8,2494.0,102.0,8.0,11.48,4.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14
4516,Maruti Eeco 7 Seater Standard,2016,55000,15.1,1196.0,73.0,7.0,4.87,3.75,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
4517,Audi A4 New 2.0 TDI Multitronic,2012,60000,15.2,1968.0,140.8,5.0,11.48,10.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11
4518,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2007,145000,12.8,2494.0,102.0,8.0,11.48,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16
4519,Maruti Grand Vitara MT,2008,46810,9.8,1995.0,163.5,5.0,11.48,3.95,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15
4520,Volkswagen Vento 1.5 TDI Highline,2016,62767,20.34,1498.0,103.2,5.0,11.48,9.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
4521,Hyundai Elite i20 Petrol Asta,2018,18553,18.6,1197.0,81.86,5.0,11.48,7.93,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
4522,Ford Fiesta Classic 1.4 Duratorq CLXI,2011,143143,17.8,1399.0,67.0,5.0,11.48,2.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12
4523,Mitsubishi Pajero Sport 4X4,2015,53497,13.5,2477.0,175.56,7.0,34.6,16.42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8
4524,Hyundai Santa Fe 4X4,2011,148000,14.66,2199.0,194.3,7.0,11.48,8.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,12
4525,Mahindra XUV500 W8 2WD,2012,95000,15.1,2179.0,140.0,7.0,11.48,7.21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11
